,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch,PC_added,Total_flor_SF
710,30,RL,56.0,4130,Noune,IR1,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,729,0,0,1,0,2,1,TA,5,0,Noune,Noune,1958.5,Noune,0,0,Noune,Noune,N,0,Noune,Noune,0,WD,Normal,10.859018228147887,0,0,-1.2266486434135586,729
711,50,C (all),66.0,8712,Pave,Reg,HLS,Inside,Mod,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,Stone,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0,1178,0,0,1,0,2,1,TA,7,0,Noune,Detchd,1964.0,RFn,1,384,TA,TA,N,68,Noune,Noune,0,WD,Abnorml,11.54031687156214,1,98,-1.2980829281022108,1178
712,120,RL,40.0,4671,Noune,IR1,HLS,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1228,1,0,2,0,2,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,Noune,Noune,0,WD,Normal,12.149507585033072,1,120,0.7719583567891587,1228
713,190,RL,60.0,9873,Noune,Reg,Lvl,Inside,Gtl,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasW,TA,N,SBrkr,0,960,1,0,1,0,3,1,TA,6,0,Noune,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.767575435251748,1,288,0.8651205775026422,960
714,60,RL,74.4375,13517,Noune,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1479,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.779136168550774,1,44,0.18777116923728404,1479
715,20,RL,78.0,10140,Noune,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,1350,0,0,2,0,3,1,TA,7,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,MnPrv,Noune,0,WD,Normal,12.013706813470414,0,0,-1.3229454550311983,1350
716,70,RM,60.0,10800,Grvl,Reg,Bnk,Inside,Gtl,OldTown,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,Noune,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,2554,0,0,1,1,3,1,TA,8,0,Noune,Detchd,1996.0,Unf,2,704,TA,TA,P,0,Noune,Noune,0,WD,Normal,11.979805470779858,2,191,-1.2809823607998339,2554
717,20,RL,80.0,10000,Noune,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,1178,0,1,1,1,3,1,Gd,5,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,MnPrv,Noune,0,WD,Normal,11.964007453736912,0,0,1.6523062073641952,1178
718,60,RL,96.0,10542,Noune,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2418,1,0,2,1,3,1,Gd,9,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,Noune,Noune,0,WD,Normal,12.739640688812674,2,370,1.881326610829428,2418
719,20,RL,69.0,9920,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,0,971,0,0,1,1,3,1,TA,5,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.763691965388299,0,0,0.1303638574783849,971
720,120,RL,62.7,6563,Noune,IR1,Low,CulDSac,Mod,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,0,1742,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,Noune,Noune,0,WD,Normal,12.524530013005734,2,262,1.760123965358686,1742
721,120,RM,71.68253968253968,4426,Noune,Reg,Lvl,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,848,1,0,1,0,1,1,Gd,3,0,Noune,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,Noune,Noune,0,WD,Normal,11.870606902224587,0,0,0.5285360579089625,848
722,20,RL,70.0,8120,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,3,1,TA,5,0,Noune,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.732069026983156,0,0,-0.7720587938154615,864
723,50,RL,60.0,8172,Noune,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1470,0,0,2,0,4,1,TA,7,0,Noune,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.813037464800539,1,156,-1.3080279388738059,1470
724,20,RL,86.0,13286,Noune,IR1,Lvl,Inside,Gtl,Edwards,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1698,1,0,2,0,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,Noune,Noune,0,WD,Normal,12.676079399771027,1,64,2.0025819158213616,1698
725,20,RL,60.0,6960,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,0,864,0,0,1,0,3,1,Gd,5,0,Noune,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,Noune,Shed,500,WD,Normal,11.699413330633599,0,0,0.25671391330870774,864
726,20,RL,71.8048780487805,21695,Noune,IR1,Lvl,Corner,Gtl,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1680,1,0,2,0,3,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,Noune,Noune,0,WD,Normal,12.310437165348775,2,226,0.9272103579797222,1680
727,20,RL,64.0,7314,Noune,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1232,1,0,2,0,2,1,Gd,6,0,Noune,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,Noune,Noune,0,WD,Normal,12.178192583415596,0,0,0.6529124327028052,1232
728,90,RL,85.0,11475,Noune,Reg,Lvl,Corner,Gtl,NAmes,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,1776,1,0,2,0,4,2,TA,9,0,Noune,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,Noune,Noune,0,COD,Abnorml,11.608244735642321,1,25,-1.3860113769974107,1776
729,30,RM,52.0,6240,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,360,1208,0,0,1,0,2,1,TA,5,0,Noune,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.542493975902508,2,135,-0.8694031116375796,848
730,120,RL,39.0,5389,Noune,IR1,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1616,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,Noune,Noune,0,WD,Normal,12.373707715234994,1,152,1.8661835105972224,1616
731,80,RL,73.0,9590,Noune,IR1,Lvl,Corner,Gtl,Timber,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1146,1,0,2,0,3,1,Gd,6,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,Noune,Noune,0,WD,Normal,12.141539457711714,1,22,0.8680067106326609,1146
732,60,RL,75.0,11404,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,2031,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,Noune,Noune,0,WD,Normal,12.312686874960354,1,84,-0.63891798814528,2031
733,20,RL,80.0,10000,Noune,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1144,1,0,1,0,3,1,TA,6,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,GdWo,Shed,400,WD,Normal,11.786008995353765,0,0,0.33910406778233443,1144
734,20,RL,74.4375,8978,Noune,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,948,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,Noune,Noune,0,WD,Family,11.58989576532275,0,0,-1.3088769032079663,948
735,75,RM,60.0,10800,Noune,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,GasW,Fa,N,SBrkr,0,1768,0,0,1,1,2,1,TA,6,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,Noune,Noune,0,WD,Normal,12.001511614739405,1,341,-0.2253109227842447,1768
736,90,RL,60.0,8544,Noune,Reg,Lvl,Inside,Gtl,NAmes,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,Noune,0.0,TA,TA,CBlock,Noune,Noune,Noune,Noune,Noune,GasA,Gd,N,FuseF,0,1040,0,0,2,0,2,2,TA,6,0,Noune,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.445727410406752,0,0,-1.1939028762387944,1040
737,60,RL,72.0,10463,Noune,IR1,HLS,CulDSac,Gtl,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1801,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.3879816172226,1,116,-1.3022064691538477,1801
738,90,RL,60.0,10800,Noune,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,0,1200,3,0,3,0,3,1,TA,5,0,Noune,Noune,1987.0,Noune,0,0,Noune,Noune,Y,120,Noune,Noune,0,WD,Alloca,12.095146671399466,0,0,1.969233914055939,1200
739,60,RL,65.0,9313,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1728,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,Noune,Noune,0,WD,Normal,12.154784614286667,1,56,-1.2986893311980396,1728
740,70,RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,Noune,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1432,0,0,2,0,2,1,TA,7,0,Noune,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,GdPrv,Noune,0,WD,Abnorml,11.790564777297387,1,112,-1.2259209596985639,1432
741,20,RL,65.0,6768,Noune,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,0,912,1,1,1,0,3,1,Gd,5,0,Noune,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,GdPrv,Noune,0,WD,Normal,11.863589378812122,0,0,0.9895028488322906,912
742,20,RL,65.0,8450,Noune,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1349,0,0,2,0,3,1,TA,6,0,Noune,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,GdPrv,Noune,0,WD,Normal,12.095146671399466,1,55,-1.3575104314934494,1349
743,80,RL,70.0,12886,Noune,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1464,0,1,2,0,3,1,TA,6,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,Noune,Noune,0,WD,Normal,12.07254696717504,1,100,-0.032759590886343386,1464
744,120,RL,41.0,5395,Noune,IR1,HLS,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1337,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,Noune,Noune,0,WD,Normal,12.100717685412471,2,238,0.6649930191900995,1337
745,60,RL,81.28888888888889,8963,Noune,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,0,2715,0,1,3,1,4,1,Gd,11,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.61087420020211,1,204,0.4275422361254803,2715
746,60,RL,79.87755102040816,8795,Noune,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2256,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,Noune,Noune,0,WD,Normal,12.371591321286905,1,54,-0.48219364236120815,2256
748,20,RL,59.0,10593,Noune,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1720,1,0,2,0,3,1,Gd,7,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,Noune,Noune,0,WD,Normal,12.469978029554953,2,210,1.131386939710122,1720
749,50,RL,50.0,8405,Noune,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,Noune,0.0,TA,TA,Slab,Noune,Noune,Noune,Noune,Noune,Wall,TA,N,FuseF,0,1529,0,0,2,0,4,1,TA,9,0,Noune,Detchd,1945.0,Unf,1,240,TA,TA,N,92,Noune,Noune,0,WD,Normal,11.49273296168228,1,185,-1.1939028762387944,1529
750,50,RM,55.0,8800,Grvl,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,1140,0,0,1,0,3,1,TA,7,0,Noune,Noune,1953.0,Noune,0,0,Noune,Noune,N,0,Noune,Noune,0,WD,Normal,11.477308649967686,1,160,-1.2637605128782914,1140
751,60,RL,79.87755102040816,7750,Noune,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1320,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.995357787034976,1,48,-1.2739480848882179,1320
752,20,RL,79.0,9236,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1494,1,0,2,0,3,1,Gd,6,0,Noune,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,Noune,Noune,0,WD,Normal,12.28765724080691,1,27,1.9353966213086826,1494
753,60,RL,80.0,10240,Noune,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0,2098,0,0,2,1,3,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,Noune,Noune,0,WD,Normal,12.526346537332584,1,52,-1.3188219139795614,2098
754,20,RL,61.0,7930,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,0,1026,1,0,1,0,3,1,Gd,5,0,Noune,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,Noune,Noune,0,WD,Normal,11.957617696467539,1,48,0.9218811934425211,1026
755,160,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1471,0,0,2,1,3,1,TA,6,0,Noune,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.058158312538197,1,24,-0.23181260078991256,1471
756,60,RL,68.0,10769,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1768,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,Noune,Noune,0,WD,Normal,12.264346270624157,1,105,-1.2437873335481433,1768
757,60,RL,74.4375,11616,Noune,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,0,1386,0,0,2,1,3,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,GdPrv,Noune,0,WD,Abnorml,11.97603664577121,0,0,-0.0677376126660123,1386
758,160,FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,1501,0,0,2,1,3,1,TA,6,0,Noune,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.097378802727306,0,0,0.22958248458371638,1501
759,60,RL,65.0,12257,Noune,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,0,2531,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,Noune,Noune,0,WD,Normal,12.577639650232573,1,98,-1.0597127582802286,2531
760,20,RL,70.0,9100,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,2,1,TA,5,0,Noune,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,Noune,Shed,450,WD,Normal,11.755879486687116,0,0,0.3887341707817397,864
761,30,RM,60.0,6911,Noune,Reg,Lvl,FR2,Gtl,BrkSide,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,0,1301,0,0,1,0,2,1,Fa,5,0,Noune,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.51293546492023,0,0,-0.21609186769700878,1301
762,60,FV,72.0,8640,Noune,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1547,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,Noune,Noune,0,Con,Normal,12.279327754099118,1,45,-1.2194175536622602,1547
763,60,RL,82.0,9430,Noune,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2365,1,0,2,1,3,1,Gd,8,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.727841176689147,2,308,1.8609098879160957,2365
764,120,RL,30.0,9549,Noune,IR1,Lvl,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Noune,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,0,1494,1,0,1,1,2,1,Ex,6,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.506180941677357,2,246,2.1359422100066823,1494
765,20,RL,75.0,14587,Noune,IR1,Lvl,Inside,Gtl,Somerst,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1506,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,Noune,Noune,0,New,Partial,12.484208043148733,1,174,-1.3755812437491524,1506
766,60,RL,80.0,10421,Noune,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,0,1714,0,0,2,1,3,1,TA,7,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,MnPrv,Shed,500,WD,Normal,12.188422799337028,2,222,-0.22641007292317838,1714
767,50,RL,75.0,12508,Noune,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1750,1,0,2,0,4,1,TA,7,0,Noune,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,Noune,Shed,1300,WD,Normal,11.982935344196433,1,156,0.5066487184327577,1750
