,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
625,20,RL,87.0,10000,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,CBlock,TA,TA,No,Unf,0,0,1116,1116,TA,Y,SBrkr,1116,0,1116,0,0,1,1,3,1,TA,5,0,Noune,Attchd,1962.0,Unf,2,440,TA,TA,Y,0,WD,Normal,11.982935344196433,1,385
626,20,RL,76.46236559139786,12342,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,978,978,TA,Y,SBrkr,1422,0,1422,0,0,1,0,3,1,TA,6,1,TA,Attchd,1960.0,RFn,1,286,TA,TA,Y,0,WD,Normal,11.848690308590857,1,36
627,80,RL,80.0,9600,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,CBlock,TA,TA,Av,BLQ,674,132,350,1156,Ex,Y,SBrkr,1520,0,1520,1,0,1,0,3,1,TA,7,2,Gd,Basment,1955.0,RFn,1,364,TA,TA,Y,0,WD,Normal,11.938199736300925,1,189
628,60,RL,70.0,11606,IR1,HLS,Inside,NAmes,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,PConc,Gd,TA,Av,Rec,650,0,390,1040,TA,Y,SBrkr,1040,1040,2080,0,1,1,2,5,1,Fa,9,2,TA,Attchd,1969.0,Unf,2,504,TA,TA,Y,335,WD,Family,11.813037464800539,0,0
629,80,RL,82.0,9020,Reg,Lvl,Corner,NAmes,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,CBlock,TA,TA,Gd,GLQ,624,336,288,1248,TA,Y,SBrkr,1350,0,1350,1,0,1,1,3,1,TA,6,0,Noune,Attchd,1964.0,RFn,2,520,TA,TA,Y,176,WD,Normal,12.034696963475044,0,0
630,70,RM,50.0,9000,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,BrkTil,Fa,Fa,No,Unf,0,0,636,636,TA,Y,FuseA,1089,661,1750,0,0,1,0,3,1,Ex,8,0,Noune,Detchd,1937.0,Unf,1,240,Fa,Po,N,0,WD,Abnorml,11.728044909070785,1,293
631,120,RL,34.0,4590,Reg,Lvl,Inside,NridgHt,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,PConc,Gd,Gd,Mn,GLQ,24,0,1530,1554,Ex,Y,SBrkr,1554,0,1554,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2,627,TA,TA,Y,156,WD,Normal,12.252483791602627,1,73
632,20,RL,85.0,11900,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,CBlock,TA,TA,No,ALQ,822,0,564,1386,TA,Y,SBrkr,1411,0,1411,0,0,2,0,3,1,TA,6,1,TA,Attchd,1977.0,Fin,2,544,TA,TA,Y,192,WD,Family,11.320565693461432,0,0
633,20,RL,80.0,9250,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,480,468,108,1056,TA,Y,SBrkr,1056,0,1056,0,1,1,0,3,1,TA,6,0,Noune,Attchd,1954.0,Unf,1,260,TA,TA,Y,390,WD,Normal,11.845109950883979,0,0
634,90,RL,64.0,6979,Reg,Lvl,Inside,OldTown,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,GLQ,1056,0,0,1056,Gd,Y,SBrkr,1056,0,1056,2,0,0,0,0,2,TA,4,0,Noune,Detchd,1980.0,Unf,2,576,TA,TA,Y,264,WD,Normal,11.87757552297847,1,56
635,190,RH,60.0,10896,Reg,Bnk,Inside,SWISU,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,Fa,CBlock,TA,Fa,No,LwQ,256,0,1184,1440,Ex,Y,FuseA,1440,1440,3395,0,0,2,0,8,2,Fa,14,0,Noune,Noune,1914.0,Noune,0,0,Noune,Noune,N,0,WD,Abnorml,12.206077645517674,1,110
636,30,RM,51.0,6120,Reg,Lvl,Inside,BrkSide,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,Noune,0.0,Fa,BrkTil,TA,Fa,No,Unf,0,0,264,264,Fa,N,FuseA,800,0,800,0,0,1,0,1,1,Fa,4,1,Po,Noune,1936.0,Noune,0,0,Noune,Noune,N,0,ConLw,Normal,11.002116507732017,0,0
637,190,RM,50.0,6000,Reg,Lvl,Inside,OldTown,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,811,811,TA,Y,FuseA,811,576,1387,0,0,2,0,3,2,Gd,7,0,Noune,BuiltIn,1954.0,Unf,1,256,TA,TA,Y,0,WD,Normal,11.440365524765756,0,0
638,30,RL,67.0,8777,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,Noune,0.0,TA,CBlock,Fa,TA,No,Unf,0,0,796,796,Gd,Y,FuseA,796,0,796,0,0,1,0,2,1,TA,4,0,Noune,Noune,1953.0,Noune,0,0,Noune,Noune,P,328,WD,Normal,11.350418300109132,1,164
639,120,RL,53.0,3982,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,Gd,Av,GLQ,1154,0,366,1520,Ex,Y,SBrkr,1567,0,1567,1,0,2,0,1,1,Ex,7,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,New,Partial,12.485830907348902,0,0
640,120,RL,62.0,12677,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,PConc,Ex,TA,Gd,GLQ,1218,0,300,1518,Ex,Y,SBrkr,1518,0,1518,0,0,1,1,1,1,Ex,6,1,Gd,Attchd,2003.0,RFn,2,588,TA,TA,Y,185,WD,Normal,12.520887034998584,1,140
641,60,FV,64.66666666666667,7050,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,738,0,319,1057,Ex,Y,SBrkr,1057,872,1929,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2001.0,Fin,2,650,TA,TA,Y,0,WD,Normal,12.328294703023394,1,235
642,80,RL,75.0,13860,Reg,Lvl,Inside,NAmes,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,Noune,0.0,Gd,CBlock,Gd,TA,Gd,GLQ,1410,0,542,1952,Gd,Y,SBrkr,2000,704,2704,1,0,2,1,4,1,Ex,9,3,TA,Attchd,1972.0,Fin,2,538,TA,TA,Y,269,WD,Normal,12.75130259456002,1,111
643,60,RL,80.0,10793,Reg,Lvl,Inside,NWAmes,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,CBlock,TA,TA,No,Rec,493,287,0,780,Ex,Y,SBrkr,780,840,1620,0,0,2,1,4,1,TA,7,0,Noune,Attchd,1969.0,Fin,2,462,TA,TA,Y,208,WD,Normal,11.931642378754141,0,0
644,20,FV,85.0,9187,Reg,Lvl,Inside,Somerst,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,PConc,Ex,TA,Mn,GLQ,1121,0,645,1766,Ex,Y,SBrkr,1766,0,1766,1,0,2,1,2,1,Ex,7,1,Gd,Attchd,2009.0,Fin,3,478,TA,TA,Y,195,New,Partial,12.823631142839984,1,130
645,20,RL,76.46236559139786,10530,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,282,35,664,981,TA,Y,SBrkr,981,0,981,1,0,1,1,3,1,TA,5,0,Noune,Detchd,1979.0,Unf,2,576,TA,TA,Y,0,WD,Normal,11.872353615355413,2,352
646,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,Noune,Noune,Noune,Noune,0,0,0,0,Gd,Y,SBrkr,1048,0,1048,0,0,1,0,3,1,TA,7,0,Noune,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,WD,Normal,11.495789479023493,1,27
647,20,RL,85.0,10452,IR1,Lvl,Inside,Edwards,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,CBlock,TA,TA,Mn,Rec,500,0,594,1094,Ex,Y,SBrkr,1094,0,1094,0,0,1,0,3,1,TA,5,2,Gd,Attchd,1953.0,RFn,2,495,TA,TA,Y,0,WD,Normal,11.951186847493476,1,287
648,60,RL,70.0,7700,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,CBlock,TA,TA,No,Unf,0,0,756,756,TA,Y,SBrkr,1051,788,1839,0,0,1,1,4,1,TA,7,1,TA,Attchd,1966.0,Unf,2,442,TA,TA,Y,0,WD,Normal,11.951186847493476,2,340
649,180,RM,21.0,1936,Reg,Lvl,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,CBlock,Gd,TA,Av,BLQ,131,499,0,630,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,0,Noune,Noune,1970.0,Noune,0,0,Noune,Noune,Y,0,WD,Normal,11.344518647594766,0,0
650,60,FV,65.0,8125,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,813,813,Ex,Y,SBrkr,822,843,1665,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2007.0,RFn,2,562,TA,TA,Y,0,WD,Normal,12.235393555399902,0,0
651,70,RL,60.0,9084,Reg,Lvl,Inside,Edwards,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,Mn,Unf,0,0,755,755,TA,Y,SBrkr,755,755,1510,1,0,1,0,4,1,TA,7,1,Gd,Detchd,1940.0,Unf,1,296,Fa,Po,P,120,WD,Normal,11.58989576532275,0,0
652,60,RL,70.0,8750,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,880,880,Ex,Y,SBrkr,909,807,1716,0,0,2,1,2,1,Gd,7,1,TA,Attchd,1996.0,RFn,2,512,TA,TA,Y,0,WD,Normal,12.160033942617156,1,120
653,50,RM,60.0,10320,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,756,756,Ex,Y,SBrkr,756,713,1469,0,0,1,0,3,1,TA,7,0,Noune,Detchd,1906.0,Unf,1,216,TA,TA,Y,57,WD,Normal,11.813037464800539,1,239
654,20,RL,91.0,10437,IR1,Lvl,Inside,NoRidge,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,PConc,Gd,TA,Gd,GLQ,1696,0,413,2109,Ex,Y,SBrkr,2113,0,2113,1,0,2,1,2,1,Gd,7,1,TA,Attchd,1995.0,Fin,3,839,TA,TA,Y,236,WD,Normal,12.765691290604371,1,46
655,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,CBlock,TA,TA,No,Unf,0,0,525,525,TA,Y,SBrkr,525,567,1092,0,0,1,1,3,1,TA,6,0,Noune,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,WD,Family,11.385103457032141,0,0
656,20,RL,72.0,10007,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,CBlock,TA,TA,No,ALQ,806,0,247,1053,Ex,Y,SBrkr,1053,0,1053,1,0,1,1,3,1,Gd,5,0,Noune,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,WD,Normal,11.8879382384223,0,0
657,70,RL,60.0,7200,Reg,HLS,Inside,Crawfor,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,Noune,0.0,TA,BrkTil,Gd,TA,No,Unf,0,0,776,776,TA,Y,SBrkr,851,651,1502,0,0,1,1,3,1,TA,6,1,Gd,Attchd,1931.0,RFn,1,270,TA,TA,P,0,WD,Normal,11.91170829631447,1,112
658,50,RL,78.0,17503,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,912,912,TA,Y,SBrkr,912,546,1458,0,1,1,0,3,1,TA,6,1,Gd,Attchd,1948.0,Unf,1,330,TA,TA,Y,192,WD,Abnorml,11.487617913343598,0,0
659,20,RL,75.0,9937,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,PConc,TA,TA,No,BLQ,637,0,849,1486,Ex,Y,SBrkr,1486,0,1486,1,0,1,0,3,1,TA,7,0,Noune,Detchd,1968.0,Fin,2,480,TA,TA,Y,0,WD,Normal,12.025755079404917,0,0
660,60,RL,81.28888888888889,12384,Reg,Lvl,CulDSac,NWAmes,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,CBlock,Gd,TA,No,Unf,0,0,793,793,TA,Y,SBrkr,1142,793,1935,0,0,2,1,3,1,TA,7,1,TA,Attchd,1976.0,RFn,2,550,TA,TA,Y,0,WD,Normal,12.19552218463499,2,365
661,60,RL,52.0,46589,IR2,Lvl,CulDSac,NoRidge,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,PConc,Gd,Gd,No,GLQ,1361,180,88,1629,Ex,Y,SBrkr,1686,762,2448,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1994.0,RFn,3,711,TA,TA,Y,517,WD,Normal,12.904209855160254,1,76
662,20,RL,120.0,13560,Reg,Lvl,Corner,NAmes,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,CBlock,Fa,Fa,No,Unf,0,0,1392,1392,Gd,Y,SBrkr,1392,0,1392,1,0,1,0,2,1,TA,5,2,TA,Attchd,1968.0,RFn,2,576,TA,TA,Y,0,WD,Normal,11.608244735642321,1,240
663,85,RL,90.0,10012,Reg,Lvl,Inside,Edwards,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,Gd,TA,Av,BLQ,920,180,38,1138,TA,Y,SBrkr,1181,0,1181,1,0,2,0,3,1,TA,6,0,Noune,Detchd,1974.0,RFn,2,588,TA,TA,Y,0,WD,Normal,11.83138646878959,1,180
664,20,RL,49.0,20896,IR2,Lvl,CulDSac,Somerst,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Ex,TA,Mn,GLQ,1721,0,356,2077,Ex,Y,SBrkr,2097,0,2097,1,0,1,1,1,1,Ex,8,1,Ex,Attchd,2005.0,Fin,3,1134,TA,TA,Y,192,New,Partial,12.955129822091815,1,267
665,60,RL,106.0,11194,IR1,Lvl,Corner,Gilbert,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,TA,No,Unf,0,0,1406,1406,Ex,Y,SBrkr,1454,482,1936,0,0,2,1,3,1,Gd,7,1,TA,Attchd,2000.0,RFn,2,504,TA,TA,Y,188,WD,Normal,12.348010479804223,1,124
666,60,RL,76.46236559139786,18450,IR1,Lvl,Inside,NAmes,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,CBlock,Gd,TA,No,LwQ,187,723,111,1021,TA,Y,SBrkr,1465,915,2380,0,0,2,1,3,1,TA,7,1,Po,CarPort,1965.0,Unf,2,596,TA,TA,Y,0,WD,Abnorml,11.767575435251748,1,265
667,20,RL,65.0,8125,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,PConc,Gd,TA,No,GLQ,1138,0,270,1408,Ex,Y,SBrkr,1679,0,1679,1,0,2,0,3,1,Gd,7,1,Fa,Attchd,1994.0,RFn,2,575,TA,TA,Y,224,WD,Normal,12.173037959397275,1,42
668,20,RL,74.4375,14175,Reg,Bnk,Corner,Sawyer,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,Rec,988,0,200,1188,Gd,Y,SBrkr,1437,0,1437,1,0,1,1,3,1,TA,6,1,TA,Detchd,1999.0,Unf,2,576,TA,TA,Y,304,WD,Normal,12.031725210748633,0,0
669,30,RL,80.0,11600,Reg,Lvl,Inside,Crawfor,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,Fa,TA,No,Unf,0,0,700,700,Ex,Y,SBrkr,1180,0,1180,0,0,1,0,2,1,Fa,5,1,Gd,Detchd,1922.0,Unf,1,252,TA,Fa,Y,0,WD,Normal,11.83138646878959,1,67
670,60,RL,64.0,8633,Reg,Lvl,FR2,CollgCr,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,193,0,545,738,Ex,Y,SBrkr,738,738,1476,1,0,2,1,3,1,Gd,7,0,Noune,Attchd,2005.0,Fin,2,540,TA,TA,Y,100,WD,Normal,12.063938642041201,1,35
671,70,RH,54.0,6629,Reg,Lvl,Inside,Edwards,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,BLQ,551,0,121,672,TA,N,SBrkr,697,672,1369,1,0,2,0,3,1,TA,6,0,Noune,Detchd,1930.0,Unf,1,300,TA,TA,Y,147,WD,Normal,11.548302261270587,0,0
672,20,RL,59.714285714285715,11250,IR1,Lvl,Inside,Veenker,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,Noune,0.0,Gd,CBlock,Gd,TA,No,ALQ,767,0,441,1208,TA,Y,SBrkr,1208,0,1208,1,0,1,1,3,1,TA,6,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,198,WD,Normal,12.013706813470414,1,42
673,20,RL,110.0,14442,Reg,Lvl,Inside,Crawfor,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,PConc,TA,TA,No,GLQ,1186,0,291,1477,Ex,Y,SBrkr,1839,0,1839,1,0,2,0,3,1,Gd,7,2,TA,Attchd,1957.0,Fin,2,416,TA,TA,Y,0,WD,Normal,12.458778882573533,2,287
674,20,RL,80.0,9200,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,Rec,892,0,244,1136,TA,Y,SBrkr,1136,0,1136,1,0,1,0,3,1,TA,5,1,Gd,Attchd,1965.0,RFn,1,384,TA,TA,Y,426,WD,Normal,11.849404844423074,0,0
675,160,RL,24.0,2289,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,311,0,544,855,TA,Y,SBrkr,855,586,1441,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,28,WD,Normal,11.908346971208951,0,0
676,70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,Noune,0.0,TA,BrkTil,TA,Fa,No,Unf,0,0,1095,1095,Fa,N,SBrkr,1095,679,1774,1,0,2,0,4,2,TA,8,0,Noune,2Types,1920.0,Unf,3,779,Fa,Fa,N,0,WD,Normal,11.373674891823535,1,90
677,30,RL,52.0,9022,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,BrkTil,TA,TA,No,Unf,0,0,768,768,Ex,Y,SBrkr,792,0,792,0,0,1,0,2,1,Gd,5,0,Noune,Detchd,1924.0,Unf,1,240,Fa,Fa,N,316,WD,Normal,11.603688960617083,1,120
678,20,RL,80.0,11844,IR1,Lvl,Inside,StoneBr,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,PConc,Ex,TA,Mn,Unf,0,0,2046,2046,Ex,Y,SBrkr,2046,0,2046,0,0,2,1,3,1,Gd,7,1,Gd,Attchd,2008.0,Fin,3,834,TA,TA,Y,322,New,Partial,12.827995001361906,1,82
679,20,RL,74.4375,9945,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,CBlock,TA,TA,No,Rec,827,0,161,988,TA,Y,SBrkr,988,0,988,1,0,1,0,3,1,TA,5,0,Noune,Detchd,1963.0,Unf,2,572,TA,TA,Y,0,WD,Normal,11.763691965388299,0,0
680,120,RL,50.0,8012,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,Gd,TA,No,BLQ,543,119,261,923,TA,Y,SBrkr,923,0,923,0,0,2,0,2,1,TA,5,1,TA,Attchd,1980.0,RFn,1,264,TA,TA,Y,80,WD,Normal,11.870606902224587,0,0
681,50,RH,55.0,4500,IR2,Bnk,Inside,SWISU,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,Noune,0.0,TA,BrkTil,TA,TA,No,Rec,182,0,611,793,Ex,Y,SBrkr,848,672,1520,0,0,1,0,3,1,TA,6,0,Noune,Detchd,1968.0,Unf,1,281,TA,TA,Y,0,WD,Abnorml,11.979391594635791,1,56
682,120,RL,83.46153846153847,2887,Reg,HLS,Inside,ClearCr,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,PConc,Gd,TA,Mn,GLQ,1003,0,288,1291,Ex,Y,SBrkr,1291,0,1291,1,0,1,0,2,1,Gd,6,1,Gd,Attchd,1996.0,Unf,2,431,TA,TA,Y,307,WD,Normal,12.06105265381003,0,0
683,20,RL,90.0,11248,IR1,Lvl,Corner,CollgCr,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,PConc,Gd,TA,Av,GLQ,1059,0,567,1626,Ex,Y,SBrkr,1668,0,1668,1,0,2,0,3,1,Gd,7,1,TA,Attchd,2002.0,Fin,3,702,TA,TA,Y,257,WD,Normal,12.560247968016562,1,45
684,60,RL,58.0,16770,IR2,Lvl,CulDSac,NoRidge,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,PConc,Gd,TA,No,Unf,0,0,1195,1195,Gd,Y,SBrkr,1195,644,1839,0,0,2,1,4,1,TA,7,0,Noune,Attchd,1998.0,Fin,2,486,TA,TA,Y,0,WD,Normal,12.30592250537653,1,81
685,160,RL,62.7,5062,IR1,Lvl,CulDSac,StoneBr,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,CBlock,Gd,TA,Mn,GLQ,828,182,180,1190,Gd,Y,SBrkr,1190,900,2090,1,0,2,0,3,1,Gd,6,1,TA,Attchd,1984.0,Fin,2,577,TA,TA,Y,219,WD,Normal,12.242891437918386,0,0
686,60,FV,84.0,10207,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,874,874,Ex,Y,SBrkr,874,887,1761,0,0,3,0,3,1,Gd,7,0,Noune,Attchd,2007.0,Fin,2,578,TA,TA,Y,144,New,Partial,12.336556900342153,1,105
687,160,FV,64.66666666666667,5105,IR2,Lvl,FR2,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,239,0,312,551,Ex,Y,SBrkr,551,551,1102,0,0,2,1,2,1,Gd,4,0,Noune,Detchd,2004.0,Unf,2,480,TA,TA,Y,0,WD,Normal,11.910365121788654,1,60
688,20,RL,60.0,8089,Reg,HLS,Inside,StoneBr,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,PConc,Gd,TA,Av,GLQ,945,0,474,1419,Ex,Y,SBrkr,1419,0,1419,1,0,2,0,2,1,Gd,7,1,Gd,Attchd,2007.0,RFn,2,567,TA,TA,Y,140,New,Partial,12.879019669789754,0,0
689,120,RL,61.0,7577,IR1,Lvl,Corner,NridgHt,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,PConc,Gd,TA,Av,ALQ,20,0,1342,1362,Ex,Y,SBrkr,1362,0,1362,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,2,460,TA,TA,Y,192,WD,Normal,12.179220327453931,1,28
690,120,RM,71.68253968253968,4426,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,PConc,Gd,TA,Gd,GLQ,697,0,151,848,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,1,TA,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,WD,Normal,11.856522261533737,0,0
